_id.$oid,cityName,nickName,user_id,movieId,gender,content
5d493b5ab070cfef54096f27,苏州,爱吃鱼的猫咪刘,1076113278,1211270,暂无,很好很好很好
5d493b5ab070cfef54096f28,龙岩,颜路丶,1076110385,1211270,暂无,非常好看！！！
5d493b5ab070cfef54096f29,哈尔滨,Sweet（万能杂货可花呗支付）,1076121358,1211270,暂无,国产电影真是越来越棒了
5d493b5ab070cfef54096f2a,上海,David,1076112268,1211270,暂无,挺不错看的 
5d493b5ab070cfef54096f2b,绵竹,泪痕0628,1076112267,1211270,暂无,这真的的史上最丑的哪吒，但也是史上最燃的哪吒，看得热血沸腾，我命由我不由天
5d493b5ab070cfef54096f2c,威海,兔兔牌🐰 拔丝糯米糕🍡,1076121355,1211270,2,藕饼锁死了呜呜呜呜呜，超级好看啊我天，敖丙也太温柔了吧😭 😭 😭 😭 
5d493b5ab070cfef54096f2d,缙云,A私人教练--小宇,1076122158,1211270,1,好看真的好看
5d493b5ab070cfef54096f2e,黔西南,Yil179977494,1076120532,1211270,暂无,好看很  自己的命自己把握
5d493b5ab070cfef54096f31,保山,oRy108513323,1076119728,1211270,暂无,不错，挺好看的
5d493b5ab070cfef54096f32,安康,向左走,1076121347,1211270,暂无,又燃又好看，两次都看哭我
5d493b5ab070cfef54096f33,贵阳,小小帅大大怪,1076082731,1211270,1,不错，挺好看的。
5d493b5ab070cfef54096f34,曲靖,yLY676745445,1076117990,1211270,暂无,"剧情完美 ！！！
剧情完美"
5d493b5ab070cfef54096f35,汕头,非攻.,1076117989,1211270,暂无,打戏吹爆，超流畅超喜欢
5d493b5ab070cfef54096f36,绥化,Super Boy,1076120534,1211270,暂无,第一次看一个电影看哭了，有一些地方真的很戳我泪点，人物性格配角都塑造的很好，我到后来以为自己就是哪吒，完全能够感同身受，准备二刷！
5d493b5ab070cfef54096f37,石家庄,WIC732912615,1076117987,1211270,暂无,好看   我所知道的中国第一部如此成功的动画片
5d493b5ab070cfef54096f38,咸宁,陈寇希ꪡ,1076120531,1211270,暂无,非常不错  
5d493b5ab070cfef54096f39,合肥,很美味，,1076119721,1211270,2,一般吧，感觉内容有点空，任务性格还是不错的
5d493b5ab070cfef54096f3a,藁城,暴躁小魔王👿,1076120530,1211270,暂无,一场哪吒，一份感悟
5d493b5ab070cfef54096f3b,上海,BQi24907777,1076120516,1211270,暂无,还可以吧！还可以吧！
5d493b5ab070cfef54096f3c,大庆,怎么只有帅气,1076117978,1211270,2,剧情很不错。
5d493b5ab070cfef54096f3d,南京,听雨翻书,1076120523,1211270,2,好好好好好！
5d493b5ab070cfef54096f40,上海,Hit,1076113271,1211270,暂无,"超喜欢
二刷！"
5d493b5ab070cfef54096f41,沛县,xiaoxi幸福。,1076120517,1211270,暂无,有笑点，有泪点，有教育意义
5d493b5ab070cfef54096f42,绵阳,WMp967152711,1076120518,1211270,暂无,好笑。。感人。。特效牛批
5d493b5ab070cfef54096f43,张家口,陈不苦的影院,1076119711,1211270,1,不知道能不能赶末班车了。我以为一部动漫没有什么看点的，但是我错了，我觉得比什么其他的好多了 ，不止是故事情节，还有画风，真的国漫变化了好多，大爱❤❤❤
5d493b5ab070cfef54096f44,苏州,wEM473330730,1076121331,1211270,暂无,相当不错的一部中国的动画片
5d493b5ab070cfef54096f45,余姚,joyce周师傅生煎,1076122135,1211270,2,非常好，国产片的精髓又提升了一个档次，这个片子简直写出了人生啊！
5d493b5ab070cfef54096f46,齐齐哈尔,Honor forever,1076110377,1211270,1,真的是一部特别棒的作品！
5d493b5ab070cfef54096f47,全椒,我爱萱宝贝,1076112260,1211270,暂无,好看 很震撼 我家小丫头全程都很嗨
5d493b5ab070cfef54096f48,临沂,wov330191514,1076122127,1211270,暂无,很好看。搞笑又感人
5d493b5ab070cfef54096f49,来宾,韦小小小小小福,1076119701,1211270,1,这才是国漫，该有的模样！我一大老爷们，差点没忍住！！  三年短是短了点！！可是两小时，短到了极点啊啊啊啊啊啊啊！！！！！😤😤😤😤😤😤😤😤😤😤😤
5d493b5ab070cfef54096f4a,北京,赵帅妈妈,1076113262,1211270,1,太太太好看了。
5d493b5ab070cfef54096f4b,无锡,VXf574280486,1076121323,1211270,1,好好好太好了
5d493b5ab070cfef54096f4c,海城,赵启慧吖,1076117965,1211270,暂无,特别好看 有笑点也有泪点
5d493b5ab070cfef54096f4f,鹤岗,馬亮,1076120506,1211270,1,笑起来真好看…
5d493b5ab070cfef54096f50,东莞,👸 🍔 🐱,1076117964,1211270,暂无,好看 哈哈 特效真心不错
5d493b5ab070cfef54096f51,沭阳,郑双武,1076113260,1211270,暂无,有泪点，笑点，非常好看
5d493b5ab070cfef54096f52,长沙,周亚,1076119694,1211270,1,好看！一部国内拍得最好的动画片。
5d493b5ab070cfef54096f53,北京,呢喃，,1076120501,1211270,2,好看，真的好看，特别好看
5d493b5ab070cfef54096f54,东莞,帅哥6089,1076121320,1211270,暂无,做的特别好！
5d493b5ab070cfef54096f55,重庆,清酒,1076113258,1211270,暂无,非常感谢高兴，也很感人
5d493b5ab070cfef54096f56,海口,lin,1076113257,1211270,2,非常好看孩子看后很感动
5d493b5ab070cfef54096f57,抚州,故人,1076121315,1211270,1,真的可以希望后面的姜子牙新片能更看
5d493b5ab070cfef54096f58,延边,ZnX599026198,1076110369,1211270,暂无,感同身受，对命运的不公
5d493b5ab070cfef54096f59,虞城,tmL822737208,1076121313,1211270,暂无,没看够。。。
5d493b5ab070cfef54096f5a,晋江市,怪咖女孩,1076121312,1211270,暂无,很好看哟，推荐
5d493b5ab070cfef54096f5b,长沙,String blue,1076093279,1211270,1,很搞笑，这版本的哪吒挺逗的
5d493b5ab070cfef54096f5d,呼伦贝尔,M拿猫咪擦嘴,1076093278,1211270,暂无,好看+100，绝对支持国漫！剧情新颖 特效感人
5d493b5ab070cfef54096f5e,南通,黄瓜大大大大侠,1076121304,1211270,1,好看的**吊糟
5d493b5ab070cfef54096f5f,醴陵,沐落汐～筱墨,1076117708,1211270,2,很好看，建议看
5d493b5ab070cfef54096f60,上海,杨冰,1076117947,1211270,2,哇靠，太赞了，以前只喜欢日本动漫电影，现在国产牛掰了。
5d493b5ab070cfef54096f61,霸州,🎾🎾🎾🎾🎾🎾🎾🎾,1076112243,1211270,1,好看，国漫的里程碑
5d493b5ab070cfef54096f62,成都,欣哈哈哈哈哈哈,1076122096,1211270,暂无,好看又搞笑又感人
5d493b5ab070cfef54096f63,阜新,心有余悸,1076119670,1211270,1,太好看了！赞赞
5d493b5ab070cfef54096f64,乌兰察布,王乐,1076119669,1211270,2,太好看了  太棒了
5d493b5ab070cfef54096f65,靖西市,🐤,1076117940,1211270,暂无,漂亮！！！！
5d493b5ab070cfef54096f66,娄底,遇见🍒,1076112240,1211270,暂无,好看，还想再看一次
5d493b5ab070cfef54096f67,南昌,Emo,1076120479,1211270,2,I like it so much…
5d493b5ab070cfef54096f68,江门,兔子君,1076120478,1211270,2,国漫之光！！！
